g_loss,d_loss
"[3046728.0, 2014.7623, 871846.5, 3433165.0, 5850741.0]",[62.5  0.5]
"[3196922.5, 2014.7623, 896724.44, 3607203.0, 6152474.0]",[62.5  0.5]
"[3250684.0, 2014.7623, 938748.9, 3677683.2, 6219174.5]",[62.5  0.5]
"[3507678.8, 2014.7623, 1005114.7, 3959715.8, 6727425.0]",[62.5  0.5]
"[2888213.5, 2014.7623, 863754.4, 3274593.5, 5489024.0]",[62.5  0.5]
"[3090330.0, 2014.7623, 914636.94, 3483548.2, 5902907.5]",[62.5  0.5]
"[3159059.5, 2014.7623, 894121.6, 3570205.8, 6065864.0]",[62.5  0.5]
"[3158092.2, 2014.7623, 895693.25, 3584811.0, 6046462.5]",[62.5  0.5]
"[3292678.2, 2014.7623, 914312.3, 3679215.5, 6382059.0]",[62.5  0.5]
"[3424584.0, 2014.7623, 967591.4, 3817869.5, 6629812.5]",[62.5  0.5]
"[3133194.2, 2014.7623, 894642.0, 3551630.8, 5997701.0]",[62.5  0.5]
"[3114972.5, 2014.7623, 884268.6, 3507694.2, 5991272.0]",[62.5  0.5]
"[3098642.8, 2014.7623, 848934.06, 3500260.2, 5979607.5]",[62.5  0.5]
"[3359346.8, 2014.7623, 952429.9, 3805304.0, 6440081.5]",[62.5  0.5]
"[2918096.8, 2014.7623, 827389.3, 3249084.0, 5650509.0]",[62.5  0.5]
"[3369844.5, 2014.7623, 978048.25, 3786500.5, 6468259.0]",[62.5  0.5]
"[3026034.8, 2014.7623, 844668.75, 3397348.5, 5844758.0]",[62.5  0.5]
"[3573970.5, 2014.7623, 1010437.5, 3864482.8, 7038308.0]",[62.5  0.5]
"[3159589.0, 2014.7623, 852993.25, 3504600.2, 6174362.5]",[62.5  0.5]
"[3114748.0, 2014.7623, 939879.4, 3522392.5, 5920214.5]",[62.5  0.5]
"[3091679.5, 2014.7623, 873607.1, 3476308.8, 5955675.0]",[62.5  0.5]
"[3258159.0, 2014.7623, 870793.3, 3742541.5, 6247187.5]",[62.5  0.5]
"[3420162.0, 2014.7623, 943246.25, 3926429.5, 6530857.5]",[62.5  0.5]
"[3081075.5, 2014.7623, 864595.2, 3480626.0, 5925023.0]",[62.5  0.5]
"[3038598.5, 2014.7623, 880076.56, 3508812.2, 5739766.0]",[62.5  0.5]
"[3156458.2, 2014.7623, 882324.9, 3550172.2, 6089023.0]",[62.5  0.5]
"[3132645.0, 2014.7623, 888143.06, 3549586.2, 6004414.0]",[62.5  0.5]
"[3268064.0, 2014.7623, 966216.1, 3729270.0, 6198053.5]",[62.5  0.5]
"[3098053.5, 2014.7623, 854286.25, 3522940.0, 5949612.0]",[62.5  0.5]
"[3330734.0, 2014.7623, 935830.5, 3758903.2, 6407706.0]",[62.5  0.5]
"[3300980.0, 2014.7623, 901785.3, 3731574.5, 6369900.0]",[62.5  0.5]
"[3215756.5, 2014.7623, 889705.56, 3546537.0, 6282939.5]",[62.5  0.5]
"[2940819.5, 2014.7623, 835815.06, 3348971.2, 5617938.0]",[62.5  0.5]
"[3257554.5, 2014.7623, 956266.2, 3622721.2, 6279521.0]",[62.5  0.5]
"[3205298.0, 2014.7623, 920573.2, 3646478.2, 6117268.5]",[62.5  0.5]
"[2915636.0, 2014.7623, 807452.0, 3336751.8, 5574575.5]",[62.5  0.5]
"[3238700.5, 2014.7623, 864758.25, 3600203.8, 6330699.0]",[62.5  0.5]
"[3144966.5, 2014.7623, 870013.6, 3519436.0, 6093764.5]",[62.5  0.5]
"[3130610.0, 2014.7623, 893558.1, 3524000.2, 6017802.0]",[62.5  0.5]
"[3511830.5, 2014.7623, 996910.25, 3862077.8, 6847106.5]",[62.5  0.5]
"[3401518.8, 2014.7623, 925312.7, 3814669.2, 6598406.5]",[62.5  0.5]
"[3121347.0, 2014.7623, 858442.5, 3550451.2, 5995589.0]",[62.5  0.5]
"[3061196.2, 2014.7623, 890597.94, 3506532.2, 5806850.0]",[62.5  0.5]
"[2835109.0, 2014.7623, 796234.1, 3192749.5, 5461373.0]",[62.5  0.5]
"[3320676.0, 2014.7623, 914806.06, 3620681.0, 6533425.5]",[62.5  0.5]
"[3140087.0, 2014.7623, 846880.8, 3478866.5, 6141202.5]",[62.5  0.5]
"[3324209.0, 2014.7623, 954446.25, 3754837.0, 6371407.0]",[62.5  0.5]
"[3375252.5, 2014.7623, 933235.8, 3759723.2, 6557876.0]",[62.5  0.5]
"[3270477.0, 2014.7623, 925606.4, 3690276.0, 6285701.0]",[62.5  0.5]
"[2993518.0, 2014.7623, 857628.44, 3405228.0, 5715529.5]",[62.5  0.5]
"[3182579.2, 2014.7623, 899255.06, 3645323.8, 6064012.0]",[62.5  0.5]
"[3265492.0, 2014.7623, 866099.0, 3790694.5, 6228173.0]",[62.5  0.5]
"[2905105.5, 2014.7623, 818157.25, 3287705.0, 5577815.0]",[62.5  0.5]
"[3385482.0, 2014.7623, 908348.7, 3793573.0, 6583011.0]",[62.5  0.5]
"[3179935.5, 2014.7623, 896126.25, 3613200.8, 6090450.5]",[62.5  0.5]
"[3218180.0, 2014.7623, 872576.1, 3564534.5, 6290149.0]",[62.5  0.5]
"[2971055.2, 2014.7623, 864748.4, 3395521.0, 5643241.0]",[62.5  0.5]
"[3326507.5, 2014.7623, 938096.6, 3658762.5, 6491492.0]",[62.5  0.5]
"[3345583.5, 2014.7623, 942420.5, 3725544.2, 6483973.0]",[62.5  0.5]
"[3473091.5, 2014.7623, 891884.44, 3870510.2, 6814569.5]",[62.5  0.5]
"[3244437.5, 2014.7623, 889816.0, 3677396.8, 6247571.5]",[62.5  0.5]
"[3377985.5, 2014.7623, 944214.06, 3801649.8, 6514080.0]",[62.5  0.5]
"[3416273.5, 2014.7623, 973090.8, 3826543.0, 6587937.5]",[62.5  0.5]
"[3277535.5, 2014.7623, 984306.6, 3672773.0, 6268031.5]",[62.5  0.5]
"[3148250.8, 2014.7623, 874887.25, 3547324.5, 6071950.5]",[62.5  0.5]
"[3275513.0, 2014.7623, 893358.44, 3679600.8, 6345411.0]",[62.5  0.5]
"[3426267.8, 2014.7623, 952711.75, 3807627.0, 6660547.0]",[62.5  0.5]
"[3056527.0, 2014.7623, 899893.9, 3468913.8, 5819608.5]",[62.5  0.5]
"[3148214.8, 2014.7623, 870054.1, 3572077.5, 6051910.5]",[62.5  0.5]
"[3281479.0, 2014.7623, 956655.75, 3672247.2, 6309352.5]",[62.5  0.5]
"[2942231.0, 2014.7623, 841131.75, 3332537.2, 5633761.0]",[62.5  0.5]
"[3196652.5, 2014.7623, 899935.75, 3603591.2, 6151974.0]",[62.5  0.5]
"[3027141.8, 2014.7623, 891319.44, 3404457.0, 5794689.0]",[62.5  0.5]
"[3189890.5, 2014.7623, 929789.75, 3598891.2, 6104281.0]",[62.5  0.5]
"[3120563.0, 2014.7623, 900039.5, 3541375.0, 5960455.5]",[62.5  0.5]
"[3002489.5, 2014.7623, 831353.1, 3330766.5, 5846171.5]",[62.5  0.5]
"[3059339.2, 2014.7623, 872588.0, 3469084.2, 5856118.0]",[62.5  0.5]
"[3226475.0, 2014.7623, 902726.9, 3558371.2, 6293811.0]",[62.5  0.5]
"[3179622.5, 2014.7623, 912194.75, 3629418.8, 6057122.0]",[62.5  0.5]
"[3171366.5, 2014.4017, 915056.56, 3543809.5, 6112348.0]",[62.5  0.5]
"[3122931.5, 2014.7623, 885996.56, 3543604.0, 5980164.5]",[62.5  0.5]
"[3180726.8, 2014.7623, 870072.6, 3537356.5, 6194986.5]",[62.5  0.5]
"[2981554.2, 2014.7623, 853146.25, 3357582.2, 5727778.5]",[62.5  0.5]
"[3205080.0, 2014.7623, 938602.4, 3595864.5, 6149126.5]",[62.5  0.5]
"[2957207.0, 2014.7623, 862458.6, 3330200.0, 5664691.0]",[62.5  0.5]
"[3362336.8, 2014.7623, 940491.5, 3819579.5, 6447711.0]",[62.5  0.5]
"[3171609.2, 2014.7623, 925906.6, 3517121.5, 6128995.5]",[62.5  0.5]
"[3034375.5, 2014.7623, 839344.5, 3410362.0, 5864871.5]",[62.5  0.5]
"[3122602.0, 2014.7623, 859917.5, 3520710.0, 6028038.5]",[62.5  0.5]
"[3046162.0, 2014.7623, 904090.75, 3470204.8, 5779570.0]",[62.5  0.5]
"[2883867.0, 2014.7623, 859937.25, 3308888.2, 5444057.0]",[62.5  0.5]
"[3606220.0, 2014.7623, 994041.5, 4011603.5, 7015081.0]",[62.5  0.5]
"[3365839.0, 2014.7623, 968271.44, 3783796.5, 6467387.5]",[62.5  0.5]
"[3264266.0, 2014.7623, 885778.1, 3688284.5, 6306817.0]",[62.5  0.5]
"[2920594.0, 2014.7623, 858426.3, 3346689.8, 5530190.0]",[62.5  0.5]
"[3144808.5, 2014.7623, 904150.44, 3612481.5, 5966056.0]",[62.5  0.5]
"[3152187.5, 2014.7623, 952433.2, 3561859.8, 5992991.0]",[62.5  0.5]
"[3414960.8, 2014.7623, 1017044.8, 3872629.0, 6493521.5]",[62.5  0.5]
"[2991276.5, 2014.7623, 875299.7, 3378947.2, 5716667.5]",[62.5  0.5]
"[3125757.0, 2014.7623, 872597.94, 3541326.8, 6005258.0]",[62.5  0.5]
"[3285528.5, 2014.7623, 929501.94, 3635868.8, 6386383.5]",[62.5  0.5]
"[2840471.5, 2014.7623, 860282.44, 3234927.8, 5373021.0]",[62.5  0.5]
"[3388275.8, 2014.7623, 962889.9, 3786351.2, 6545004.5]",[62.5  0.5]
"[3100608.8, 2014.7623, 856362.5, 3454241.5, 6024751.5]",[62.5  0.5]
"[3163138.5, 2014.7623, 922854.6, 3557185.5, 6063748.0]",[62.5  0.5]
"[2972987.0, 2014.7623, 855632.4, 3389602.2, 5664715.5]",[62.5  0.5]
"[3528907.0, 2014.7623, 936573.6, 3950076.8, 6876366.0]",[62.5  0.5]
"[3277367.5, 2014.7623, 906039.6, 3671583.8, 6346928.0]",[62.5  0.5]
"[3170743.8, 2014.7623, 906926.6, 3573127.0, 6089085.0]",[62.5  0.5]
"[3293415.5, 2014.7623, 916556.94, 3655075.8, 6406411.5]",[62.5  0.5]
"[3213331.0, 2014.7623, 914892.75, 3604207.5, 6191996.0]",[62.5  0.5]
"[3225409.5, 2014.7623, 859944.2, 3626861.8, 6264552.0]",[62.5  0.5]
"[2962651.0, 2014.7623, 832857.4, 3327040.8, 5715598.0]",[62.5  0.5]
"[3110464.8, 2014.7623, 848894.8, 3503255.0, 6016059.0]",[62.5  0.5]
"[3487975.0, 2014.7623, 1016292.6, 3984474.8, 6625808.5]",[62.5  0.5]
"[3105142.8, 2014.7623, 884534.9, 3526479.2, 5939454.5]",[62.5  0.5]
"[3438354.5, 2014.7623, 956143.94, 3867200.0, 6637830.0]",[62.5  0.5]
"[2897886.0, 2014.7623, 816352.7, 3288047.2, 5555212.5]",[62.5  0.5]
"[3461188.5, 2014.7623, 893208.2, 3824994.0, 6819085.5]",[62.5  0.5]
"[3445822.5, 2014.7623, 1013998.25, 3940407.0, 6531663.0]",[62.5  0.5]
"[3390387.2, 2014.7623, 902264.44, 3708498.5, 6690520.5]",[62.5  0.5]
"[3387189.0, 2014.7623, 965962.4, 3756413.2, 6568247.0]",[62.5  0.5]
"[3246145.8, 2014.7623, 919176.2, 3618178.2, 6283124.5]",[62.5  0.5]
"[3277303.5, 2014.7623, 896745.2, 3642592.5, 6385000.0]",[62.5  0.5]
"[3333686.0, 2014.7623, 993813.25, 3850421.5, 6268045.0]",[62.5  0.5]
"[3238269.8, 2014.7623, 918649.56, 3668973.0, 6206602.5]",[62.5  0.5]
"[3051623.0, 2014.7623, 869733.6, 3500159.5, 5802176.0]",[62.5  0.5]
"[3157588.5, 2014.7623, 868301.7, 3574292.5, 6082693.5]",[62.5  0.5]
"[3150770.5, 2014.7623, 920357.56, 3538110.2, 6044093.0]",[62.5  0.5]
"[3268317.0, 2014.7623, 902666.5, 3690356.8, 6301359.0]",[62.5  0.5]
"[3455495.8, 2014.7623, 927184.94, 3834759.0, 6756368.0]",[62.5  0.5]
"[3499533.8, 2014.7623, 970832.0, 3901323.0, 6792950.0]",[62.5  0.5]
"[3187518.0, 2014.7623, 874935.6, 3617982.8, 6132135.0]",[62.5  0.5]
"[3140258.0, 2014.7623, 928412.25, 3499223.0, 6039884.5]",[62.5  0.5]
"[2888180.5, 2014.7623, 867078.5, 3285037.0, 5475146.0]",[62.5  0.5]
"[3155893.2, 2014.7623, 889955.4, 3526154.8, 6103527.0]",[62.5  0.5]
"[3131866.5, 2014.7623, 939501.06, 3503419.2, 5996627.0]",[62.5  0.5]
"[3620014.2, 2014.7623, 987467.1, 4066757.8, 7012482.0]",[62.5  0.5]
"[3427480.0, 2014.7623, 905256.94, 3858870.2, 6660798.5]",[62.5  0.5]
"[3177563.8, 2014.7623, 900609.56, 3628857.5, 6062405.0]",[62.5  0.5]
"[2988904.0, 2014.7623, 824755.75, 3334534.5, 5803716.5]",[62.5  0.5]
"[3163993.0, 2014.7623, 916831.7, 3591888.0, 6037916.0]",[62.5  0.5]
"[3011702.2, 2014.7623, 895258.7, 3427985.0, 5715756.5]",[62.5  0.5]
"[2926142.8, 2014.7623, 811222.75, 3261615.8, 5680963.5]",[62.5  0.5]
"[3332010.0, 2014.7623, 996232.0, 3737059.2, 6373401.0]",[62.5  0.5]
"[3235926.5, 2014.7623, 1019786.1, 3676642.2, 6089986.0]",[62.5  0.5]
"[3256837.8, 2014.7623, 914572.0, 3610043.2, 6331503.5]",[62.5  0.5]
"[3422446.5, 2014.7623, 1043030.1, 3806064.2, 6559052.5]",[62.5  0.5]
"[3308090.0, 2014.7623, 924754.94, 3638852.5, 6463352.0]",[62.5  0.5]
"[3730049.0, 2014.7623, 1016911.3, 3981782.5, 7434795.5]",[62.5  0.5]
"[3383398.5, 2014.7623, 955786.2, 3790266.0, 6531936.0]",[62.5  0.5]
"[3292669.2, 2014.7623, 975934.6, 3648445.0, 6351177.5]",[62.5  0.5]
"[3210838.0, 2014.7623, 932359.06, 3581195.5, 6189231.5]",[62.5  0.5]
"[3087028.0, 2014.7623, 866574.2, 3502176.0, 5921336.5]",[62.5  0.5]
"[3097876.5, 2014.7623, 951303.8, 3514649.8, 5860294.0]",[62.5  0.5]
"[2940229.5, 2014.7623, 852258.06, 3304228.8, 5644271.5]",[62.5  0.5]
"[3406807.0, 2014.7623, 965659.5, 3810627.8, 6579728.5]",[62.5  0.5]
"[3225368.5, 2014.7623, 883906.56, 3580687.2, 6286627.5]",[62.5  0.5]
"[3034676.5, 2014.7623, 880157.06, 3381586.5, 5853838.0]",[62.5  0.5]
"[3133230.2, 2014.7623, 887884.0, 3510997.0, 6045212.5]",[62.5  0.5]
"[3186282.5, 2014.7623, 885986.0, 3611177.0, 6123771.0]",[62.5  0.5]
"[2973642.5, 2014.7623, 802774.4, 3326449.8, 5782911.0]",[62.5  0.5]
"[3045394.5, 2014.7623, 879549.1, 3413271.8, 5858487.5]",[62.5  0.5]
"[3350959.5, 2014.7623, 989217.0, 3766658.2, 6413982.5]",[62.5  0.5]
"[3246126.5, 2014.7623, 961414.2, 3632958.0, 6226042.5]",[62.5  0.5]
"[3126579.5, 2014.7623, 946984.44, 3494515.0, 5980425.5]",[62.5  0.5]
"[3385699.5, 2014.7623, 939848.5, 3752038.2, 6593771.5]",[62.5  0.5]
"[2851989.0, 2014.7623, 847853.56, 3253283.5, 5405486.0]",[62.5  0.5]
"[3328825.5, 2014.7623, 956373.3, 3862851.2, 6276853.5]",[62.5  0.5]
"[3460825.0, 2014.7623, 1048187.56, 3949216.2, 6538673.0]",[62.5  0.5]
"[3139495.8, 2014.7623, 894533.75, 3577792.5, 5992652.5]",[62.5  0.5]
"[3230521.2, 2014.7623, 876438.0, 3605825.2, 6286134.0]",[62.5  0.5]
"[2794640.0, 2014.7623, 784240.1, 3175096.0, 5356123.0]",[62.5  0.5]
"[3106612.2, 2014.7623, 877929.1, 3494722.8, 5982715.0]",[62.5  0.5]
"[3364406.8, 2014.7623, 959209.94, 3733181.8, 6522290.0]",[62.5  0.5]
"[2882461.8, 2014.7623, 829835.9, 3220587.0, 5557776.0]",[62.5  0.5]
"[3478241.0, 2014.7623, 1035677.8, 3938471.2, 6619980.5]",[62.5  0.5]
"[3335011.0, 2014.7623, 929390.0, 3724921.2, 6462385.0]",[62.5  0.5]
"[3274405.5, 2014.7623, 1007097.06, 3669020.5, 6238560.0]",[62.5  0.5]
"[3161089.0, 2014.7623, 884635.3, 3521830.0, 6130490.5]",[62.5  0.5]
"[3156445.2, 2014.7623, 935930.75, 3556928.2, 6028618.0]",[62.5  0.5]
"[3168478.5, 2014.7623, 924957.2, 3541257.8, 6095372.5]",[62.5  0.5]
"[3616285.5, 2014.7623, 954356.75, 4083323.2, 7016598.0]",[62.5  0.5]
"[3425510.5, 2014.7623, 987153.0, 3838864.0, 6592344.5]",[62.5  0.5]
"[3488175.0, 2014.7623, 933547.0, 3916980.8, 6776715.0]",[62.5  0.5]
"[3080164.0, 2014.7623, 882008.8, 3479623.2, 5905574.5]",[62.5  0.5]
"[3370919.0, 2014.7623, 981870.4, 3827657.2, 6426861.5]",[62.5  0.5]
"[3281836.0, 2014.7623, 906809.44, 3583434.5, 6449202.5]",[62.5  0.5]
"[3340784.8, 2014.7623, 933216.3, 3687591.8, 6515134.0]",[62.5  0.5]
"[3207984.2, 2014.7623, 908765.94, 3581754.5, 6202753.5]",[62.5  0.5]
"[3334533.8, 2014.7623, 936123.3, 3837840.5, 6341141.5]",[62.5  0.5]
"[2997037.5, 2014.7623, 851515.44, 3366509.2, 5772092.5]",[62.5  0.5]
"[3385242.5, 2014.7623, 945165.06, 3782704.5, 6556265.0]",[62.5  0.5]
"[2817093.8, 2014.7623, 799484.94, 3167897.5, 5422923.0]",[62.5  0.5]
"[3116606.5, 2014.7623, 877308.4, 3414606.5, 6096766.0]",[62.5  0.5]
"[3115577.0, 2014.7623, 881605.9, 3491609.0, 6012034.5]",[62.5  0.5]
"[3012381.0, 2014.7623, 873217.2, 3430067.2, 5737979.0]",[62.5  0.5]
"[3222901.0, 2014.7623, 911082.56, 3662681.8, 6169231.5]",[62.5  0.5]
"[3036403.2, 2014.7623, 857791.3, 3456810.8, 5806735.0]",[62.5  0.5]
"[3016617.0, 2014.7623, 853930.06, 3372780.2, 5828673.0]",[62.5  0.5]
"[2990111.5, 2014.7623, 867146.1, 3442822.0, 5657063.0]",[62.5  0.5]
"[3794916.5, 2014.7623, 1045939.9, 4212813.5, 7390961.5]",[62.5  0.5]
"[3160256.0, 2014.7623, 920573.75, 3553849.5, 6059757.0]",[62.5  0.5]
"[3314958.0, 2014.7623, 958715.3, 3706557.8, 6384579.5]",[62.5  0.5]
"[2987072.5, 2014.7623, 863651.4, 3363863.2, 5729386.0]",[62.5  0.5]
"[3126472.5, 2014.7623, 860224.9, 3514172.2, 6047170.0]",[62.5  0.5]
"[3019186.0, 2014.7623, 875648.4, 3404015.2, 5784282.5]",[62.5  0.5]
"[3300386.8, 2014.7623, 944094.56, 3662893.0, 6394294.5]",[62.5  0.5]
"[3233980.2, 2014.7623, 913048.25, 3650962.2, 6215916.5]",[62.5  0.5]
g_loss,d_loss
"[3593520.5, 2014.7623, 1038830.0, 4196041.5, 6743523.0]",[1.15038284e+02 7.77777797e-03]
"[4424193.0, 2014.7623, 1607626.8, 5644099.5, 7495575.5]",[62.5  0.5]
"[3823397.0, 2014.7623, 1135818.4, 4440326.0, 7168505.0]",[62.5  0.5]
"[3697899.5, 2014.7623, 1195070.5, 4323938.5, 6807316.0]",[62.5  0.5]
"[3533272.0, 2014.7623, 1238031.2, 4157456.5, 6382078.5]",[62.5  0.5]
"[4129683.2, 2014.7623, 1259528.4, 4749579.0, 7756496.0]",[62.5  0.5]
"[3996550.0, 2014.7623, 1213154.8, 4647580.0, 7461091.0]",[62.5  0.5]
"[3899988.2, 2014.7623, 1183728.0, 4526774.5, 7289451.0]",[62.5  0.5]
"[3657480.0, 2014.7623, 1132935.1, 4286445.0, 6772213.0]",[62.5  0.5]
"[3737378.8, 2014.7623, 1151181.5, 4334407.5, 6972333.0]",[62.5  0.5]
"[3580186.0, 2014.7623, 1206336.9, 4140089.2, 6587519.5]",[62.5  0.5]
"[3672598.2, 2014.7623, 1153266.9, 4255906.0, 6832814.0]",[62.5  0.5]
"[3520264.5, 2014.7623, 1022721.6, 4000948.5, 6710537.5]",[62.5  0.5]
"[3481594.8, 2014.7623, 1040152.06, 4000598.8, 6564558.0]",[62.5  0.5]
"[3757946.5, 2014.7623, 1127449.4, 4357700.5, 7041331.5]",[62.5  0.5]
"[3312006.0, 2014.7623, 1028358.0, 3833505.0, 6178150.0]",[62.5  0.5]
"[3763391.5, 2014.7623, 1103192.4, 4403361.5, 7038077.5]",[62.5  0.5]
"[3472263.5, 2014.7623, 1031479.75, 3966064.0, 6576660.5]",[62.5  0.5]
"[3436288.0, 2014.7623, 1002488.7, 3870104.2, 6581693.0]",[62.5  0.5]
"[3880557.5, 2014.7623, 1120487.5, 4465050.5, 7349646.5]",[62.5  0.5]
"[3404669.0, 2014.7623, 989838.25, 3912142.5, 6446909.0]",[62.5  0.5]
"[3572152.5, 2014.7623, 1003281.8, 4146730.2, 6757156.0]",[62.5  0.5]
"[3250146.5, 2014.7623, 997863.2, 3722283.0, 6113668.5]",[62.5  0.5]
"[3283979.5, 2014.7623, 948298.4, 3742398.0, 6255894.5]",[62.5  0.5]
"[3381315.5, 2014.7623, 941055.8, 3846623.5, 6483365.5]",[62.5  0.5]
"[3640839.0, 2014.7623, 1066011.9, 4166013.5, 6904097.5]",[62.5  0.5]
"[3525874.2, 2014.7623, 999163.1, 4125932.5, 6627811.5]",[62.5  0.5]
"[3468751.5, 2014.7623, 1005205.8, 4015151.2, 6542141.0]",[62.5  0.5]
"[3239030.0, 2014.7623, 914914.44, 3700674.5, 6181170.0]",[62.5  0.5]
"[3425522.5, 2014.7623, 991139.3, 3948646.8, 6478615.0]",[62.5  0.5]
"[3259129.0, 2014.7623, 896754.6, 3680893.0, 6286108.5]",[62.5  0.5]
"[3310390.8, 2014.7623, 941820.0, 3821247.5, 6271561.5]",[62.5  0.5]
"[3355264.0, 2014.7623, 937829.9, 3811697.8, 6434678.0]",[62.5  0.5]
"[3320585.0, 2014.7623, 943276.0, 3758699.8, 6366634.5]",[62.5  0.5]
"[3375287.8, 2014.7623, 941550.75, 3804413.2, 6504988.0]",[62.5  0.5]
"[3516859.0, 2014.7623, 982950.5, 4017758.0, 6722147.5]",[62.5  0.5]
"[3148520.5, 2014.7623, 877516.9, 3620094.5, 5997450.0]",[62.5  0.5]
"[4038197.8, 2014.7623, 1167676.9, 4575639.0, 7717336.5]",[62.5  0.5]
"[2965514.5, 2014.7623, 863074.1, 3375733.5, 5646233.0]",[62.5  0.5]
"[3389346.0, 2014.7623, 931562.1, 3871796.2, 6494455.0]",[62.5  0.5]
"[3453919.5, 2014.7623, 1046394.7, 3972252.0, 6494411.0]",[62.5  0.5]
"[3254343.0, 2014.7623, 940778.9, 3760880.5, 6146142.5]",[62.5  0.5]
"[3547356.5, 2014.7623, 1041253.56, 4006183.2, 6777078.0]",[62.5  0.5]
"[3564004.5, 2014.7623, 928279.56, 3991066.8, 6960662.0]",[62.5  0.5]
"[3471301.5, 2014.7623, 962519.9, 3958977.5, 6649500.0]",[62.5  0.5]
"[3132717.0, 2014.7623, 914915.5, 3649090.0, 5878377.5]",[62.5  0.5]
"[3234862.5, 2014.7623, 933788.94, 3696458.5, 6152620.5]",[62.5  0.5]
"[3574346.0, 2014.7623, 1006066.3, 4162639.8, 6745773.0]",[62.5  0.5]
"[3257570.5, 2014.7623, 936798.94, 3708957.2, 6212804.5]",[62.5  0.5]
"[3412801.5, 2014.7623, 907679.5, 3876868.8, 6591450.0]",[62.5  0.5]
"[3470000.8, 2014.7623, 957033.1, 3985447.8, 6624181.5]",[62.5  0.5]
"[3367739.0, 2014.7623, 962385.7, 3843900.2, 6419504.0]",[62.5  0.5]
"[3158286.2, 2014.7623, 882095.44, 3618367.5, 6027151.0]",[62.5  0.5]
"[3652833.5, 2014.7623, 995973.25, 4174827.0, 7005305.0]",[62.5  0.5]
"[3205990.0, 2014.7623, 933355.25, 3662773.2, 6090498.0]",[62.5  0.5]
"[3465475.5, 2014.7623, 990133.7, 3962985.5, 6598459.0]",[62.5  0.5]
"[3261056.5, 2014.7623, 881718.06, 3741136.8, 6247326.0]",[62.5  0.5]
"[3418408.0, 2014.7623, 975565.5, 3881698.0, 6537422.5]",[62.5  0.5]
"[3549486.5, 2014.7623, 985999.56, 4039757.5, 6805857.5]",[62.5  0.5]
"[3446841.0, 2014.7623, 969238.56, 3873971.2, 6646253.0]",[62.5  0.5]
"[3361694.5, 2014.7623, 944743.8, 3877095.2, 6383802.5]",[62.5  0.5]
"[3359631.0, 2014.7623, 944061.06, 3745056.2, 6509645.0]",[62.5  0.5]
"[3280889.5, 2014.7623, 940262.8, 3745558.8, 6250469.5]",[62.5  0.5]
"[3341533.0, 2014.7623, 930147.5, 3802336.5, 6405952.5]",[62.5  0.5]
"[3424340.8, 2014.7623, 960969.0, 3884584.5, 6568908.5]",[62.5  0.5]
"[3304687.0, 2014.7623, 945671.0, 3749730.2, 6320215.0]",[62.5  0.5]
"[3257630.0, 2014.7623, 903294.44, 3721066.0, 6234399.0]",[62.5  0.5]
"[3202826.0, 2014.7623, 842074.8, 3671270.8, 6162734.0]",[62.5  0.5]
"[3246415.8, 2014.7623, 860282.9, 3748025.8, 6213070.0]",[62.5  0.5]
"[3291792.0, 2014.7623, 938901.2, 3777218.2, 6256513.0]",[62.5  0.5]
"[3619430.5, 2014.7623, 953861.4, 4132199.8, 6978699.5]",[62.5  0.5]
"[3262431.0, 2014.7623, 911271.1, 3698669.5, 6264822.0]",[62.5  0.5]
"[3567389.0, 2014.7623, 1031078.25, 4150175.5, 6710035.5]",[62.5  0.5]
"[3377073.0, 2014.7623, 977474.75, 3868218.8, 6411210.0]",[62.5  0.5]
"[3329424.8, 2014.7623, 909572.7, 3814019.0, 6374484.0]",[62.5  0.5]
"[3789679.0, 2014.7623, 1038444.3, 4311452.0, 7282359.5]",[62.5  0.5]
"[3451551.8, 2014.7623, 921885.2, 3975544.2, 6607735.5]",[62.5  0.5]
"[3691673.8, 2014.7623, 998411.0, 4145174.5, 7161986.5]",[62.5  0.5]
"[3191488.8, 2014.7623, 896467.44, 3613179.8, 6128641.5]",[62.5  0.5]
"[3059033.0, 2014.7623, 820073.25, 3493472.2, 5883224.0]",[62.5  0.5]
"[3362080.0, 2014.7623, 1020343.75, 3812174.5, 6374408.5]",[62.5  0.5]
"[3363465.8, 2014.7623, 917144.7, 3821354.2, 6473046.5]",[62.5  0.5]
"[3250441.2, 2014.7623, 911741.56, 3763914.5, 6159141.0]",[62.5  0.5]
"[3278692.0, 2014.7623, 933646.44, 3761046.0, 6234274.0]",[62.5  0.5]
"[3559696.8, 2014.7623, 1036449.9, 4021433.2, 6807765.5]",[62.5  0.5]
"[3424444.0, 2014.7623, 909907.5, 3811317.8, 6693581.5]",[62.5  0.5]
"[3365902.5, 2014.7623, 890051.44, 3826510.2, 6503106.5]",[62.5  0.5]
"[3463081.5, 2014.7623, 971267.25, 3983574.8, 6588755.0]",[62.5  0.5]
"[3321170.5, 2014.7623, 945466.6, 3770208.5, 6354886.5]",[62.5  0.5]
"[3251238.2, 2014.7623, 878478.75, 3711471.8, 6247503.0]",[62.5  0.5]
"[3115339.8, 2014.7623, 932789.94, 3563165.8, 5888503.0]",[62.5  0.5]
"[3454653.2, 2014.7623, 953278.1, 3915657.2, 6646568.0]",[62.5  0.5]
"[3297563.5, 2014.7623, 893875.94, 3752633.8, 6345362.0]",[62.5  0.5]
