g_loss,d_loss
"[3276892.5, 2014.7623, 945244.4, 3719867.2, 6257857.0]",[62.5  0.5]
"[3406317.0, 2014.7623, 994444.56, 3839266.5, 6520672.0]",[62.5  0.5]
"[2889798.0, 2014.7623, 839873.0, 3271356.8, 5521423.0]",[62.5  0.5]
"[3375420.0, 2014.7623, 984159.3, 3794297.8, 6472935.5]",[62.5  0.5]
"[3344883.2, 2014.7623, 904297.1, 3709623.2, 6535683.5]",[62.5  0.5]
"[3092672.0, 2014.7623, 870677.9, 3481643.2, 5956579.0]",[62.5  0.5]
"[3334814.0, 2014.7623, 915698.56, 3713889.5, 6486452.0]",[62.5  0.5]
"[3010220.5, 2014.7623, 898277.8, 3385651.5, 5750131.5]",[62.5  0.5]
"[3223086.0, 2014.7623, 914199.1, 3605166.2, 6224247.5]",[62.5  0.5]
"[3155982.0, 2014.7623, 914348.6, 3558678.8, 6046905.5]",[62.5  0.5]
"[3296029.0, 2014.7623, 903687.06, 3686754.2, 6396314.5]",[62.5  0.5]
"[3443087.2, 2014.7623, 1013786.4, 3910240.0, 6552924.0]",[62.5  0.5]
"[3048553.5, 2014.7623, 811597.1, 3451881.5, 5898359.5]",[62.5  0.5]
"[3287178.5, 2014.7623, 872773.3, 3649729.0, 6434752.0]",[62.5  0.5]
"[3214364.0, 2014.7623, 854028.75, 3598512.8, 6261998.0]",[62.5  0.5]
"[3170372.0, 2014.7623, 865781.6, 3524859.5, 6177258.5]",[62.5  0.5]
"[3171707.2, 2014.7623, 885996.6, 3494622.8, 6191731.0]",[62.5  0.5]
"[3147213.0, 2014.7623, 878785.0, 3465985.2, 6145933.0]",[62.5  0.5]
"[3365774.5, 2014.7623, 949853.1, 3726695.0, 6542692.5]",[62.5  0.5]
"[2971635.0, 2014.7623, 816516.06, 3361629.8, 5727297.0]",[62.5  0.5]
"[3036873.0, 2014.7623, 899504.75, 3470811.5, 5752586.0]",[62.5  0.5]
"[3174670.5, 2014.7623, 911731.5, 3570359.2, 6100137.0]",[62.5  0.5]
"[3529330.5, 2014.7623, 935695.4, 3962576.0, 6866157.0]",[62.5  0.5]
"[3314988.5, 2014.7623, 1011385.5, 3767378.8, 6271191.0]",[62.5  0.5]
"[3046851.5, 2014.7623, 868038.0, 3414187.5, 5873939.0]",[62.5  0.5]
"[3275357.0, 2014.7623, 923200.8, 3636545.5, 6358102.5]",[62.5  0.5]
"[3278656.2, 2014.7623, 906219.2, 3624381.8, 6398246.0]",[62.5  0.5]
"[3226265.5, 2014.7623, 974601.8, 3684205.0, 6095404.5]",[62.5  0.5]
"[3222846.0, 2014.7623, 887372.0, 3604471.5, 6250969.5]",[62.5  0.5]
"[3264492.2, 2014.7623, 949181.75, 3656095.2, 6276357.0]",[62.5  0.5]
"[2907150.0, 2014.7623, 855613.2, 3294806.5, 5540073.0]",[62.5  0.5]
"[3368163.0, 2014.7623, 929973.6, 3827327.0, 6469902.0]",[62.5  0.5]
"[3203983.5, 2014.7623, 862311.25, 3593755.5, 6223871.5]",[62.5  0.5]
"[3113003.0, 2014.7623, 852783.6, 3490420.5, 6033465.5]",[62.5  0.5]
"[3214754.0, 2014.7623, 922627.7, 3644689.8, 6148522.5]",[62.5  0.5]
"[3111665.5, 2014.7623, 861897.3, 3517636.0, 5992677.5]",[62.5  0.5]
"[3062721.8, 2014.7623, 848646.3, 3486038.2, 5874381.0]",[62.5  0.5]
"[3412392.2, 2014.7623, 929863.25, 3806579.8, 6638190.5]",[62.5  0.5]
"[3273360.8, 2014.7623, 901105.4, 3688606.5, 6321483.5]",[62.5  0.5]
"[3155313.8, 2014.7623, 914204.94, 3573608.8, 6029892.0]",[62.5  0.5]
"[3075863.0, 2014.7623, 886239.44, 3482609.8, 5884020.0]",[62.5  0.5]
"[2985989.2, 2014.7623, 842696.8, 3326448.5, 5784145.0]",[62.5  0.5]
"[3365244.8, 2014.7623, 938383.6, 3709685.8, 6569406.0]",[62.5  0.5]
"[2912129.8, 2014.7623, 848271.25, 3294299.0, 5564522.0]",[62.5  0.5]
"[3032759.0, 2014.7623, 860093.94, 3418691.8, 5830404.0]",[62.5  0.5]
"[3355047.5, 2014.7623, 897802.7, 3692278.5, 6593402.5]",[62.5  0.5]
"[4025799.5, 2014.7623, 1186706.5, 4356756.0, 7875861.0]",[62.5  0.5]
"[3183896.5, 2014.7623, 861067.44, 3554542.0, 6197371.5]",[62.5  0.5]
"[3193975.2, 2014.7623, 949604.7, 3570711.0, 6126261.5]",[62.5  0.5]
"[3188640.2, 2014.7623, 861453.7, 3563077.2, 6204262.5]",[62.5  0.5]
"[3110564.0, 2014.7623, 858548.06, 3450621.2, 6059370.5]",[62.5  0.5]
"[3352813.0, 2014.7623, 960201.94, 3838050.2, 6377784.0]",[62.5  0.5]
"[3409858.8, 2014.7623, 1003529.8, 3806198.2, 6556460.5]",[62.5  0.5]
"[3495406.8, 2014.7623, 993914.56, 3884082.5, 6773352.0]",[62.5  0.5]
"[3070899.5, 2014.7623, 904951.8, 3428094.0, 5903279.5]",[62.5  0.5]
"[3264327.5, 2014.7623, 916592.75, 3642940.2, 6321552.0]",[62.5  0.5]
"[3384603.5, 2014.7623, 931650.8, 3771114.8, 6579238.5]",[62.5  0.5]
"[3378246.5, 2014.7623, 946489.0, 3801810.2, 6512515.0]",[62.5  0.5]
"[2810715.8, 2014.7623, 797648.1, 3210004.2, 5361393.0]",[62.5  0.5]
"[3441757.5, 2014.7623, 933377.3, 3884914.0, 6654226.0]",[62.5  0.5]
"[3353226.5, 2014.7623, 956814.2, 3807220.0, 6413381.0]",[62.5  0.5]
"[3062635.8, 2014.7623, 866105.9, 3446484.2, 5896188.5]",[62.5  0.5]
"[3283560.0, 2014.7623, 946365.75, 3712835.5, 6285992.0]",[62.5  0.5]
"[3259877.8, 2014.7623, 897407.4, 3624058.5, 6344786.0]",[62.5  0.5]
"[3165916.2, 2014.7623, 911815.8, 3561955.0, 6079276.5]",[62.5  0.5]
"[3011148.8, 2014.7623, 845901.56, 3373373.0, 5817880.5]",[62.5  0.5]
"[3055326.5, 2014.7623, 874926.2, 3461142.8, 5848345.5]",[62.5  0.5]
"[3088268.5, 2014.7623, 868629.75, 3424002.2, 6001589.0]",[62.5  0.5]
"[3053943.0, 2014.7623, 918888.0, 3414833.0, 5846081.5]",[62.5  0.5]
"[3196707.0, 2014.7623, 995894.0, 3714537.0, 5945252.0]",[62.5  0.5]
"[2981410.0, 2014.7623, 819045.2, 3339243.0, 5779737.5]",[62.5  0.5]
"[3220596.0, 2014.7623, 944683.06, 3585086.0, 6205543.5]",[62.5  0.5]
"[2969305.5, 2014.7623, 844947.8, 3299574.0, 5753156.0]",[62.5  0.5]
"[3080036.5, 2014.7623, 882689.4, 3505784.2, 5878307.5]",[62.5  0.5]
"[3318385.5, 2014.7623, 933741.25, 3711724.5, 6415812.5]",[62.5  0.5]
"[3217882.2, 2014.7623, 910558.0, 3658786.0, 6156923.0]",[62.5  0.5]
"[3315310.0, 2014.7623, 901939.3, 3671818.2, 6477268.5]",[62.5  0.5]
"[3432218.8, 2014.7623, 946030.0, 3835226.2, 6659466.0]",[62.5  0.5]
"[3203974.0, 2014.7623, 894688.06, 3599914.0, 6185303.5]",[62.5  0.5]
"[3255973.0, 2014.7623, 906730.9, 3675960.5, 6270545.0]",[62.5  0.5]
"[3170549.8, 2014.7623, 896423.25, 3566292.2, 6105776.5]",[62.5  0.5]
"[3163130.0, 2014.7623, 879836.4, 3570374.5, 6093549.5]",[62.5  0.5]
"[2931148.0, 2014.7623, 839625.3, 3305028.5, 5625832.0]",[62.5  0.5]
"[3098043.0, 2014.7623, 890324.9, 3467733.8, 5968744.0]",[62.5  0.5]
"[3624527.5, 2014.7623, 968916.8, 4049118.2, 7063716.5]",[62.5  0.5]
"[3127234.5, 2014.7623, 873128.44, 3538977.5, 6012002.0]",[62.5  0.5]
"[3036945.0, 2014.7623, 833870.1, 3377287.5, 5911985.0]",[62.5  0.5]
"[3208545.5, 2014.7623, 946998.7, 3649014.5, 6099131.0]",[62.5  0.5]
"[2875536.0, 2014.7623, 866500.0, 3273424.2, 5445188.0]",[62.5  0.5]
"[2996347.8, 2014.7623, 895798.25, 3369891.2, 5722129.0]",[62.5  0.5]
"[2958937.0, 2014.7623, 879773.44, 3349557.5, 5633785.5]",[62.5  0.5]
"[3122793.0, 2014.7623, 849431.25, 3505939.8, 6053931.5]",[62.5  0.5]
"[3215339.0, 2014.7623, 877567.5, 3583253.8, 6256968.0]",[62.5  0.5]
"[2987550.2, 2014.7623, 857325.5, 3379982.2, 5721186.0]",[62.5  0.5]
"[3323394.2, 2014.7623, 953735.2, 3750363.0, 6373875.5]",[62.5  0.5]
g_loss,d_loss
"[3394610.5, 2014.5232, 985249.9, 3910475.5, 6419636.0]",[71.55247    0.4001111]
"[4000525.0, 2014.7623, 1393370.6, 4691812.0, 7249894.0]",[62.5  0.5]
"[3936115.0, 2014.7623, 1223762.8, 4607733.5, 7288880.0]",[62.5  0.5]
"[3430828.0, 2014.7623, 1130195.9, 3946877.8, 6359012.5]",[62.5  0.5]
"[4013063.0, 2014.7623, 1243923.4, 4602214.5, 7530732.0]",[62.5  0.5]
"[3724060.0, 2014.7623, 1141146.0, 4386920.5, 6885460.0]",[62.5  0.5]
"[3718386.8, 2014.7623, 1149644.1, 4316147.5, 6928824.0]",[62.5  0.5]
"[3642893.5, 2014.7623, 1082334.0, 4224097.0, 6836540.5]",[62.5  0.5]
"[3687927.5, 2014.7623, 1141244.1, 4231747.5, 6920093.5]",[62.5  0.5]
"[3490432.0, 2014.7623, 1019548.1, 4040508.8, 6574709.5]",[62.5  0.5]
"[3712337.0, 2014.7623, 1064318.0, 4258804.0, 7051327.5]",[62.5  0.5]
"[3488318.0, 2014.7623, 1047967.75, 3990277.2, 6589474.5]",[62.5  0.5]
"[3632941.0, 2014.7623, 1092589.2, 4146708.0, 6870498.5]",[62.5  0.5]
"[3371660.0, 2014.7623, 997604.9, 3876702.0, 6364553.0]",[62.5  0.5]
"[3715495.8, 2014.7623, 1074617.8, 4247267.0, 7063093.5]",[62.5  0.5]
"[3328304.8, 2014.7623, 983095.3, 3834873.0, 6276373.5]",[62.5  0.5]
"[3664867.0, 2014.7623, 1022727.25, 4106340.2, 7087148.5]",[62.5  0.5]
"[3192562.5, 2014.7623, 922793.0, 3682726.5, 6036348.5]",[62.5  0.5]
"[3537971.5, 2014.7623, 982691.4, 3971178.0, 6839362.0]",[62.5  0.5]
"[3661423.2, 2014.7623, 1062093.5, 4148241.5, 6994402.0]",[62.5  0.5]
"[3396692.0, 2014.7623, 989222.56, 3925468.0, 6407608.5]",[62.5  0.5]
"[3367704.5, 2014.7623, 983148.9, 3946342.2, 6296183.0]",[62.5  0.5]
"[3340536.8, 2014.7623, 956512.9, 3838087.2, 6340515.0]",[62.5  0.5]
"[3594591.8, 2014.7623, 1028760.3, 4102984.2, 6850220.5]",[62.5  0.5]
"[3334742.8, 2014.7623, 937043.06, 3831479.8, 6347279.0]",[62.5  0.5]
"[3509100.0, 2014.7623, 960994.8, 3955570.5, 6780427.0]",[62.5  0.5]
"[3195191.8, 2014.7623, 999046.75, 3605067.5, 6046518.0]",[62.5  0.5]
"[3348420.0, 2014.7623, 961135.8, 3837763.5, 6362494.0]",[62.5  0.5]
"[3441147.0, 2014.7623, 1015651.75, 3958239.2, 6496592.0]",[62.5  0.5]
"[3302705.0, 2014.7623, 923583.7, 3752698.5, 6332727.5]",[62.5  0.5]
"[3491010.5, 2014.7623, 1053307.9, 3956452.8, 6626933.5]",[62.5  0.5]
"[3639548.5, 2014.7623, 998251.3, 4105725.2, 7027844.5]",[62.5  0.5]
"[3494092.5, 2014.7623, 952549.06, 4034571.2, 6659847.5]",[62.5  0.5]
"[3353069.0, 2014.7623, 902851.2, 3825701.2, 6448337.5]",[62.5  0.5]
"[3466993.8, 2014.7623, 923204.06, 3940913.8, 6692521.0]",[62.5  0.5]
"[3510867.0, 2014.7623, 957590.1, 4032466.0, 6712826.0]",[62.5  0.5]
"[3413323.0, 2014.7623, 947239.4, 3937578.8, 6492918.0]",[62.5  0.5]
"[3224215.5, 2014.7623, 927385.2, 3707975.8, 6112017.5]",[62.5  0.5]
"[3046288.0, 2014.7623, 890011.06, 3522793.0, 5741481.5]",[62.5  0.5]
"[3784023.0, 2014.7623, 1060989.8, 4289559.5, 7262853.5]",[62.5  0.5]
"[3228806.2, 2014.7623, 874931.56, 3735922.2, 6151826.5]",[62.5  0.5]
"[3191103.5, 2014.7623, 880669.94, 3605535.0, 6150800.0]",[62.5  0.5]
"[3499739.5, 2014.7623, 1043185.3, 4164376.5, 6458229.5]",[62.5  0.5]
"[3023206.0, 2014.7623, 869685.44, 3469644.2, 5738016.0]",[62.5  0.5]
"[2905995.5, 2014.7623, 811442.3, 3308983.8, 5566219.0]",[62.5  0.5]
"[3422414.2, 2014.7623, 928040.06, 3840779.0, 6639221.5]",[62.5  0.5]
"[3073452.5, 2014.7623, 879202.6, 3529054.2, 5836577.0]",[62.5  0.5]
"[3260197.2, 2014.7623, 938077.1, 3797948.0, 6131292.0]",[62.5  0.5]
"[3633181.5, 2014.7623, 1037989.94, 4079788.2, 6992819.5]",[62.5  0.5]
"[3272285.0, 2014.7623, 965321.7, 3761666.5, 6180622.0]",[62.5  0.5]
"[3532678.0, 2014.7623, 1005185.2, 4040190.2, 6730211.0]",[62.5  0.5]
"[4003431.5, 2014.7623, 1054418.4, 4495922.5, 7794423.5]",[62.5  0.5]
"[3355801.5, 2014.7623, 957623.56, 3867662.8, 6360712.0]",[62.5  0.5]
"[3578228.5, 2014.7623, 991320.0, 4076745.0, 6859356.0]",[62.5  0.5]
"[3353672.5, 2014.7623, 957655.8, 3822497.8, 6398748.0]",[62.5  0.5]
"[3328779.8, 2014.7623, 943217.0, 3714526.8, 6438181.5]",[62.5  0.5]
"[3550652.5, 2014.7623, 990958.06, 4037521.8, 6807022.0]",[62.5  0.5]
"[3339048.5, 2014.7623, 937672.6, 3840420.8, 6352061.5]",[62.5  0.5]
"[3185122.0, 2014.7623, 944612.25, 3731083.8, 5941370.0]",[62.5  0.5]
"[3490180.8, 2014.7623, 1017078.0, 4042060.0, 6574791.0]",[62.5  0.5]
"[3111747.5, 2014.7623, 855518.5, 3556776.2, 5960190.0]",[62.5  0.5]
"[3738774.5, 2014.7623, 1021743.4, 4231984.5, 7208846.0]",[62.5  0.5]
"[3598704.0, 2014.7623, 960803.2, 4061112.0, 6973757.5]",[62.5  0.5]
"[3903540.0, 2014.7623, 1038846.9, 4644326.0, 7328619.5]",[62.5  0.5]
"[3313070.2, 2014.7623, 1022747.4, 3812452.0, 6208361.0]",[62.5  0.5]
"[3506988.0, 2014.7623, 1006082.4, 4022919.8, 6660951.0]",[62.5  0.5]
"[3195803.0, 2014.7623, 940273.1, 3647507.5, 6064889.5]",[62.5  0.5]
"[3392006.5, 2014.7623, 1002730.3, 3912456.0, 6391494.5]",[62.5  0.5]
"[3438452.0, 2014.7623, 980340.0, 3864772.2, 6616387.0]",[62.5  0.5]
"[3364839.0, 2014.7623, 953308.2, 3917970.5, 6344843.5]",[62.5  0.5]
"[3554650.2, 2014.7623, 1031340.9, 4099227.5, 6718259.0]",[62.5  0.5]
"[3692758.5, 2014.7623, 1060609.6, 4255190.5, 6993387.5]",[62.5  0.5]
"[3384826.0, 2014.7623, 946363.4, 3930494.2, 6405888.0]",[62.5  0.5]
"[3348999.0, 2014.7623, 929390.2, 3848086.8, 6385845.5]",[62.5  0.5]
"[3661345.8, 2014.7623, 1022990.4, 4194117.5, 6987371.0]",[62.5  0.5]
"[3851795.8, 2014.7623, 1048290.1, 4360928.0, 7430093.5]",[62.5  0.5]
"[3675244.5, 2014.7623, 1040280.25, 4229079.5, 6981447.5]",[62.5  0.5]
"[3273887.0, 2014.7623, 909101.56, 3714083.8, 6289764.0]",[62.5  0.5]
"[3411644.0, 2014.7623, 932284.4, 3951366.5, 6488489.0]",[62.5  0.5]
"[3324584.0, 2014.7623, 905602.94, 3878861.2, 6297476.0]",[62.5  0.5]
"[3266001.0, 2014.7623, 890854.75, 3677385.2, 6318422.5]",[62.5  0.5]
"[3460591.0, 2014.7623, 968386.0, 3981570.8, 6585340.0]",[62.5  0.5]
"[3392326.0, 2014.7623, 954555.06, 3896014.8, 6457177.0]",[62.5  0.5]
"[3287389.0, 2014.7623, 919252.75, 3778003.5, 6260700.0]",[62.5  0.5]
"[3284216.5, 2014.7623, 938451.56, 3758960.2, 6249969.5]",[62.5  0.5]
"[3284520.0, 2014.7623, 906161.75, 3720968.8, 6321262.5]",[62.5  0.5]
"[3232005.0, 2014.7623, 904824.1, 3682668.8, 6185850.0]",[62.5  0.5]
"[3249000.0, 2014.7623, 907391.7, 3712534.2, 6210067.0]",[62.5  0.5]
"[3318681.0, 2014.7623, 931688.8, 3819970.5, 6310604.0]",[62.5  0.5]
"[3470769.0, 2014.7623, 977032.6, 3946839.5, 6645351.0]",[62.5  0.5]
"[2913333.5, 2014.7623, 850295.5, 3382017.2, 5478792.0]",[62.5  0.5]
"[3282912.8, 2014.7623, 946173.25, 3778749.0, 6218113.0]",[62.5  0.5]
"[3647447.5, 2014.7623, 1014021.4, 4162263.0, 6981866.0]",[62.5  0.5]
"[3316371.0, 2014.7623, 931752.75, 3768665.0, 6354145.0]",[62.5  0.5]
"[3434380.0, 2014.7623, 939587.8, 3883772.8, 6624565.0]",[62.5  0.5]
"[3244184.2, 2014.7623, 923378.9, 3736081.0, 6154480.5]",[62.5  0.5]
"[3569665.0, 2014.7623, 993358.2, 4090751.2, 6814767.0]",[62.5  0.5]
"[3312015.0, 2014.7623, 899248.56, 3823286.0, 6317507.5]",[62.5  0.5]
"[3268356.0, 2014.7623, 954045.44, 3807812.2, 6132655.5]",[62.5  0.5]
"[3164512.0, 2014.7623, 859470.06, 3686998.8, 6001898.0]",[62.5  0.5]
"[3393061.0, 2014.7623, 961607.06, 3933133.2, 6415456.5]",[62.5  0.5]
"[3350669.5, 2014.7623, 918005.3, 3840161.2, 6410724.5]",[62.5  0.5]
"[3443614.2, 2014.7623, 980913.5, 3933607.0, 6564186.5]",[62.5  0.5]
"[3202884.0, 2014.7623, 925947.25, 3699481.8, 6050844.0]",[62.5  0.5]
"[3721825.0, 2014.7623, 1018727.2, 4162872.8, 7224476.0]",[62.5  0.5]
"[3786197.2, 2014.7623, 1090269.4, 4146666.5, 7383715.0]",[62.5  0.5]
"[3718083.0, 2014.7623, 1034176.1, 4214097.5, 7145329.0]",[62.5  0.5]
"[3586668.5, 2014.7623, 999312.4, 4019837.5, 6936404.5]",[62.5  0.5]
"[3152213.5, 2014.7623, 892578.75, 3572128.5, 6042664.0]",[62.5  0.5]
"[3213125.8, 2014.7623, 928845.4, 3660379.0, 6121187.5]",[62.5  0.5]
"[3271936.5, 2014.7623, 943064.8, 3744432.0, 6218951.0]",[62.5  0.5]
"[3375362.2, 2014.7623, 951484.8, 3805716.2, 6493999.5]",[62.5  0.5]
"[3390288.0, 2014.7623, 951853.6, 3919936.2, 6429162.5]",[62.5  0.5]
"[3180881.0, 2014.7623, 890711.8, 3626503.0, 6085715.0]",[62.5  0.5]
"[3607117.0, 2014.7623, 1037718.56, 4177540.0, 6808458.0]",[62.5  0.5]
"[3549378.0, 2014.7623, 934858.1, 3970674.8, 6925720.0]",[62.5  0.5]
"[3327460.0, 2014.7623, 950348.9, 3797139.2, 6344038.0]",[62.5  0.5]
"[3052280.5, 2014.7623, 828838.56, 3503133.5, 5842289.5]",[62.5  0.5]
"[3257955.5, 2014.7623, 873223.2, 3717412.5, 6269208.5]",[62.5  0.5]
"[3104399.5, 2014.7623, 879323.44, 3543418.0, 5925249.5]",[62.5  0.5]
"[3819531.8, 2014.7623, 1017629.4, 4313306.5, 7400830.0]",[62.5  0.5]
"[3419031.0, 2014.7623, 972422.3, 3897217.2, 6527122.5]",[62.5  0.5]
"[3327092.5, 2014.7623, 831923.7, 3752123.8, 6506254.5]",[62.5  0.5]
"[3503865.5, 2014.7623, 997505.7, 4010877.8, 6671160.5]",[62.5  0.5]
"[3417189.0, 2014.7623, 907779.75, 3890702.2, 6592140.0]",[62.5  0.5]
"[3384399.5, 2014.7623, 941743.75, 3824673.5, 6514907.0]",[62.5  0.5]
"[3333737.0, 2014.7623, 942672.2, 3786261.8, 6383515.5]",[62.5  0.5]
"[3432327.5, 2014.7623, 941676.75, 3835787.2, 6663620.0]",[62.5  0.5]
"[3164844.5, 2014.7623, 882425.9, 3593187.0, 6073861.5]",[62.5  0.5]
"[3324634.5, 2014.7623, 964667.44, 3820095.0, 6297346.0]",[62.5  0.5]
"[4085626.0, 2014.7623, 1105989.9, 4600881.0, 7911875.0]",[62.5  0.5]
"[3008451.5, 2014.7623, 839252.2, 3452973.5, 5735938.5]",[62.5  0.5]
"[3493665.5, 2014.7623, 1017319.25, 4122953.8, 6505272.0]",[62.5  0.5]
"[3360192.5, 2014.7623, 926519.25, 3844952.5, 6429163.5]",[62.5  0.5]
"[3240876.0, 2014.7623, 916027.75, 3717990.8, 6168894.5]",[62.5  0.5]
"[3468604.8, 2014.7623, 932430.9, 4040851.0, 6588727.0]",[62.5  0.5]
"[3325427.5, 2014.7623, 892510.7, 3708108.0, 6484132.0]",[62.5  0.5]
"[3439004.2, 2014.7623, 973736.1, 3920426.2, 6569178.0]",[62.5  0.5]
"[3423047.0, 2014.7623, 901340.25, 3740812.8, 6767997.0]",[62.5  0.5]
"[3242675.0, 2014.7623, 922412.9, 3717680.8, 6168815.5]",[62.5  0.5]
"[3555455.0, 2014.7623, 1019013.75, 4113737.5, 6718758.0]",[62.5  0.5]
"[3309629.5, 2014.7623, 943049.7, 3798841.0, 6290200.5]",[62.5  0.5]
"[3453355.5, 2014.7623, 977889.06, 3906778.5, 6626510.0]",[62.5  0.5]
"[3444944.5, 2014.7623, 1009778.1, 3928797.2, 6544565.0]",[62.5  0.5]
"[3560348.5, 2014.7623, 905988.1, 4047805.5, 6914027.5]",[62.5  0.5]
"[3287621.5, 2014.7623, 944812.25, 3794008.2, 6219911.0]",[62.5  0.5]
"[3112280.0, 2014.7623, 914522.0, 3626244.0, 5833493.5]",[62.5  0.5]
"[3500661.2, 2014.7623, 972038.0, 3970030.0, 6726796.0]",[62.5  0.5]
"[3192083.0, 2014.7623, 856289.1, 3654643.8, 6129337.0]",[62.5  0.5]
"[3077932.2, 2014.7623, 838006.9, 3543918.2, 5877842.0]",[62.5  0.5]
"[3315396.8, 2014.7623, 876093.75, 3793213.5, 6382008.0]",[62.5  0.5]
"[3760579.5, 2014.7623, 1037294.06, 4304218.0, 7193745.5]",[62.5  0.5]
"[3131058.5, 2014.7623, 810319.1, 3542206.5, 6084329.5]",[62.5  0.5]
"[3367925.0, 2014.7623, 961118.8, 3886425.5, 6378865.0]",[62.5  0.5]
"[3464710.5, 2014.7623, 918129.3, 3855087.2, 6775812.0]",[62.5  0.5]
"[3529016.8, 2014.7623, 1003122.4, 4123487.0, 6636772.5]",[62.5  0.5]
"[3342342.5, 2014.7623, 930649.6, 3837288.2, 6373197.0]",[62.5  0.5]
"[3269944.0, 2014.7623, 879771.7, 3740443.8, 6279591.5]",[62.5  0.5]
"[3262723.2, 2014.7623, 915161.4, 3732964.0, 6227611.5]",[62.5  0.5]
"[3448661.5, 2014.7623, 940464.1, 3849498.0, 6705568.5]",[62.5  0.5]
"[3325333.2, 2014.7623, 920834.2, 3794057.0, 6369546.0]",[62.5  0.5]
"[3081655.0, 2014.7623, 879852.4, 3539995.0, 5852329.5]",[62.5  0.5]
"[3475857.5, 2014.7623, 991284.9, 3994335.2, 6600564.0]",[62.5  0.5]
"[3206564.5, 2014.7623, 892308.06, 3682905.0, 6113328.5]",[62.5  0.5]
"[3256926.8, 2014.7623, 912247.94, 3786151.5, 6158016.0]",[62.5  0.5]
"[3023935.5, 2014.7623, 852524.25, 3445728.0, 5781526.0]",[62.5  0.5]
"[3493501.5, 2014.7623, 931898.9, 4034315.2, 6678784.5]",[62.5  0.5]
"[3107591.5, 2014.7623, 873304.44, 3583669.5, 5901657.5]",[62.5  0.5]
"[3394836.5, 2014.7623, 931813.9, 3819312.5, 6564988.5]",[62.5  0.5]
"[3378189.5, 2014.7623, 980640.06, 3899528.8, 6380456.5]",[62.5  0.5]
"[3075065.0, 2014.7623, 864705.7, 3527283.5, 5858220.0]",[62.5  0.5]
"[3412773.0, 2014.7623, 966544.1, 3973013.2, 6436345.5]",[62.5  0.5]
"[3327802.5, 2014.7623, 909145.5, 3753930.5, 6429592.0]",[62.5  0.5]
"[3094378.0, 2014.7623, 874289.44, 3574768.8, 5865528.0]",[62.5  0.5]
"[3211286.0, 2014.7623, 895463.1, 3696510.5, 6112305.0]",[62.5  0.5]
"[3418403.2, 2014.7623, 930550.4, 3905824.0, 6558296.0]",[62.5  0.5]
"[3484469.8, 2014.7623, 962764.75, 4060170.5, 6591956.5]",[62.5  0.5]
"[3463999.0, 2014.7623, 929463.56, 3862699.5, 6754493.0]",[62.5  0.5]
"[3491963.0, 2014.7623, 973214.2, 3996714.2, 6669940.5]",[62.5  0.5]
"[3040923.5, 2014.7623, 884906.9, 3482526.2, 5768971.5]",[62.5  0.5]
"[3126237.0, 2014.7623, 930707.4, 3579541.2, 5910534.5]",[62.5  0.5]
"[3080991.5, 2014.7623, 878349.75, 3553111.0, 5838503.5]",[62.5  0.5]
"[3371758.5, 2014.7623, 960617.94, 3833863.5, 6444706.0]",[62.5  0.5]
"[3221575.0, 2014.7623, 863050.4, 3659094.0, 6216431.5]",[62.5  0.5]
"[3539575.5, 2014.7623, 935489.8, 3998189.2, 6864898.0]",[62.5  0.5]
"[3486188.0, 2014.7623, 957968.3, 3944407.2, 6718244.0]",[62.5  0.5]
"[3142893.0, 2014.7623, 907659.3, 3564697.5, 6003947.0]",[62.5  0.5]
"[3435946.0, 2014.7623, 1054469.2, 3944135.2, 6454541.5]",[62.5  0.5]
"[3239241.5, 2014.7623, 929850.6, 3709985.0, 6157629.0]",[62.5  0.5]
"[3323932.5, 2014.7623, 991869.7, 3789167.5, 6298731.5]",[62.5  0.5]
"[3527144.5, 2014.7623, 969400.5, 3961796.8, 6825943.5]",[62.5  0.5]
"[3240462.0, 2014.7623, 921420.44, 3711448.8, 6168664.5]",[62.5  0.5]
"[3244186.8, 2014.7623, 885049.6, 3718829.0, 6210070.0]",[62.5  0.5]
"[3004975.8, 2014.7623, 892837.6, 3421701.0, 5702040.0]",[62.5  0.5]
"[3580666.2, 2014.7623, 1017376.56, 4060499.8, 6857670.5]",[62.5  0.5]
"[2980457.0, 2014.7623, 844150.9, 3357154.2, 5733544.0]",[62.5  0.5]
"[3449360.0, 2014.7623, 931667.7, 3909512.2, 6656679.5]",[62.5  0.5]
"[3170024.0, 2014.7623, 870030.25, 3590810.5, 6105899.0]",[62.5  0.5]
"[3136801.5, 2014.7623, 887080.25, 3626056.2, 5942861.0]",[62.5  0.5]
"[3432609.0, 2014.7623, 934330.94, 3906370.8, 6601322.0]",[62.5  0.5]
"[3399629.0, 2014.7623, 1012205.56, 3854154.2, 6465729.5]",[62.5  0.5]
"[3306119.5, 2014.7623, 952273.1, 3701418.0, 6366700.0]",[62.5  0.5]
"[3081529.2, 2014.7623, 906213.7, 3550759.5, 5814784.0]",[62.5  0.5]
"[2873038.5, 2014.7623, 823886.8, 3310232.5, 5442669.0]",[62.5  0.5]
"[3449737.2, 2014.7623, 916825.44, 3919498.5, 6662793.0]",[62.5  0.5]
"[2970914.5, 2014.7623, 806939.2, 3351213.2, 5744888.5]",[62.5  0.5]
"[3143233.8, 2014.7623, 856274.5, 3544401.2, 6076763.0]",[62.5  0.5]
